subject,gesture,sequence_type,acc_x_mean,acc_x_std,acc_x_min,acc_x_max,acc_x_range,acc_x_median,acc_x_q25,acc_x_q75,acc_x_iqr,acc_x_diff_mean,acc_x_diff_std,acc_x_diff_max,acc_x_diff_min,acc_y_mean,acc_y_std,acc_y_min,acc_y_max,acc_y_range,acc_y_median,acc_y_q25,acc_y_q75,acc_y_iqr,acc_y_diff_mean,acc_y_diff_std,acc_y_diff_max,acc_y_diff_min,acc_z_mean,acc_z_std,acc_z_min,acc_z_max,acc_z_range,acc_z_median,acc_z_q25,acc_z_q75,acc_z_iqr,acc_z_diff_mean,acc_z_diff_std,acc_z_diff_max,acc_z_diff_min,rot_w_mean,rot_w_std,rot_w_min,rot_w_max,rot_w_range,rot_w_median,rot_w_q25,rot_w_q75,rot_w_iqr,rot_w_diff_mean,rot_w_diff_std,rot_w_diff_max,rot_w_diff_min,rot_x_mean,rot_x_std,rot_x_min,rot_x_max,rot_x_range,rot_x_median,rot_x_q25,rot_x_q75,rot_x_iqr,rot_x_diff_mean,rot_x_diff_std,rot_x_diff_max,rot_x_diff_min,rot_y_mean,rot_y_std,rot_y_min,rot_y_max,rot_y_range,rot_y_median,rot_y_q25,rot_y_q75,rot_y_iqr,rot_y_diff_mean,rot_y_diff_std,rot_y_diff_max,rot_y_diff_min,rot_z_mean,rot_z_std,rot_z_min,rot_z_max,rot_z_range,rot_z_median,rot_z_q25,rot_z_q75,rot_z_iqr,rot_z_diff_mean,rot_z_diff_std,rot_z_diff_max,rot_z_diff_min,thm_1_mean,thm_1_std,thm_1_min,thm_1_max,thm_1_range,thm_1_missing,thm_2_mean,thm_2_std,thm_2_min,thm_2_max,thm_2_range,thm_2_missing,thm_3_mean,thm_3_std,thm_3_min,thm_3_max,thm_3_range,thm_3_missing,thm_4_mean,thm_4_std,thm_4_min,thm_4_max,thm_4_range,thm_4_missing,thm_5_mean,thm_5_std,thm_5_min,thm_5_max,thm_5_range,thm_5_missing,tof_1_mean,tof_1_std,tof_1_min,tof_1_max,tof_1_median,tof_1_missing_rate,tof_1_active_pixels_mean,tof_1_active_pixels_std,tof_2_mean,tof_2_std,tof_2_min,tof_2_max,tof_2_median,tof_2_missing_rate,tof_2_active_pixels_mean,tof_2_active_pixels_std,tof_3_mean,tof_3_std,tof_3_min,tof_3_max,tof_3_median,tof_3_missing_rate,tof_3_active_pixels_mean,tof_3_active_pixels_std,tof_4_mean,tof_4_std,tof_4_min,tof_4_max,tof_4_median,tof_4_missing_rate,tof_4_active_pixels_mean,tof_4_active_pixels_std,tof_5_mean,tof_5_std,tof_5_min,tof_5_max,tof_5_median,tof_5_missing_rate,tof_5_active_pixels_mean,tof_5_active_pixels_std,sequence_id
SUBJ_001430,Wave hello,Non-Target,1.7997159090909092,7.1429624812297865,-13.80078125,21.44921875,35.25,1.41015625,-2.419921875,6.92578125,9.345703125,-0.16174768518518517,6.865757895376996,20.23046875,-14.17578125,3.917471590909091,2.0221703586116138,1.24609375,8.0625,6.81640625,3.19921875,2.35546875,4.94140625,2.5859375,-0.04188368055555555,1.3632467214853843,4.25390625,-4.7109375,-6.297230113636363,1.791437379459744,-10.03515625,-2.2578125,7.77734375,-6.125,-7.751953125,-5.33984375,2.412109375,-0.040436921296296294,2.089387654318651,3.8671875,-5.70703125,0.29967817826704546,0.08150086834006966,0.1507568359375,0.4478759765625,0.297119140625,0.298828125,0.24444580078125,0.374237060546875,0.129791259765625,-0.0016875090422453704,0.053074124485197986,0.11614990234375,-0.13916015625,0.7976362748579545,0.10558618988523673,0.58477783203125,0.957275390625,0.37249755859375,0.80352783203125,0.716888427734375,0.883636474609375,0.166748046875,0.0007459852430555555,0.08291705259458369,0.2010498046875,-0.1680908203125,0.30759943181818183,0.2985804342450589,-0.19287109375,0.73712158203125,0.92999267578125,0.3990478515625,0.0252685546875,0.550323486328125,0.525054931640625,0.001461452907986111,0.20747191185433136,0.39599609375,-0.4189453125,0.2331875887784091,0.14265115785337992,-0.12640380859375,0.52410888671875,0.6505126953125,0.20965576171875,0.154571533203125,0.3328857421875,0.178314208984375,-0.0022560402199074073,0.13302712611881068,0.221923828125,-0.350341796875,24.16348589116877,0.43234352451527763,23.75691032409668,25.41010475158692,1.6531944274902415,0.0,24.366904033314096,0.4223685252065132,23.786535263061523,25.297407150268555,1.5108718872070312,0.0,24.49266381697221,0.8184010028620741,23.7319564819336,27.588512420654297,3.856555938720696,0.0,25.027811327847566,0.5848466761542702,24.044279098510746,26.43094253540039,2.386663436889645,0.0,24.657047861272638,1.2492953732606886,23.701202392578125,27.733606338500977,4.032403945922852,0.0,89.51836734693877,69.7366816294078,18.0,249.0,50.0,0.9303977272727273,4.454545454545454,8.34008541883046,94.6774193548387,61.080400265273944,31.0,248.0,67.0,0.9647727272727272,2.2545454545454544,5.370688738016862,174.88114754098362,45.30115771684459,81.0,249.0,175.0,0.9306818181818182,4.4363636363636365,10.046733772929999,137.65954922894426,82.23016399265806,16.0,249.0,163.0,0.7605113636363636,15.327272727272728,10.453454488531609,78.43979057591623,69.72487910172529,5.0,246.0,40.0,0.837215909090909,10.418181818181818,14.87852743091186,SEQ_000111
SUBJ_038023,Above ear - pull hair,Target,-2.740644290123457,3.4870154083920353,-6.5703125,6.6484375,13.21875,-4.265625,-4.9609375,-1.8125,3.1484375,-0.093310546875,1.421074341258196,4.0234375,-6.20703125,7.203462577160494,2.894721297684807,-2.125,10.3984375,12.5234375,7.9453125,7.5625,8.3671875,0.8046875,0.135107421875,1.1052231489525361,4.78515625,-3.17578125,-2.2512056327160495,4.08312119317094,-6.65625,11.0,17.65625,-3.17578125,-4.3203125,-2.17578125,2.14453125,-0.143115234375,1.72297268960533,3.484375,-5.86328125,0.32772563416280864,0.1429552636174016,0.01446533203125,0.5867919921875,0.57232666015625,0.386474609375,0.23236083984375,0.41082763671875,0.178466796875,-0.004815673828125,0.055312763586601615,0.14825439453125,-0.21783447265625,0.06822524836033951,0.11394949641332063,-0.26641845703125,0.179443359375,0.44586181640625,0.111328125,0.00994873046875,0.142822265625,0.13287353515625,0.004564666748046875,0.029813855358804223,0.0975341796875,-0.11517333984375,0.6127266589506173,0.47356468715515343,-0.83416748046875,0.87908935546875,1.7132568359375,0.78564453125,0.764404296875,0.8446044921875,0.0802001953125,0.01100006103515625,0.19210910447834809,1.67254638671875,-0.26092529296875,0.28173752772955246,0.42528420158899916,-0.7974853515625,0.546142578125,1.3436279296875,0.46307373046875,0.41558837890625,0.48651123046875,0.0709228515625,0.016550445556640626,0.12090083546785131,1.0582275390625,-0.0521240234375,28.27833745509018,1.935070432789084,24.694883346557617,31.58502769470215,6.890144348144531,0.0,30.727163267724308,2.0909757242286626,24.68637084960937,32.331321716308594,7.644950866699222,0.0,29.901694074089143,1.8623305631585572,24.53515625,31.63473320007324,7.099576950073239,0.0,27.986598780125746,1.6208012412519717,26.143760681152344,30.90406990051269,4.760309219360348,0.0,26.107318807531286,1.0616094119069701,24.68222427368164,30.491756439208984,5.809532165527344,0.0,117.46888160973327,31.266423335312737,58.0,246.0,114.0,0.5877700617283951,26.382716049382715,14.048037428268715,103.03108808290155,23.6611100076761,50.0,249.0,101.0,0.404320987654321,38.123456790123456,14.717406102013689,90.16683937823834,25.58952193125593,0.0,247.0,88.0,0.44155092592592593,35.74074074074074,13.945022367641409,116.10159276797245,48.68513057308263,50.0,249.0,99.0,0.5518904320987654,28.679012345679013,13.1109483610368,137.33482642777156,42.764425238220085,60.0,248.0,124.0,0.8277391975308642,11.024691358024691,12.571745028152945,SEQ_000169
SUBJ_053906,Pinch knee/leg skin,Non-Target,6.122612847222222,3.8563945104351185,-1.859375,14.921875,16.78125,7.009765625,2.7177734375,8.8193359375,6.1015625,-0.2421875,2.9653137503613762,9.734375,-12.33984375,-0.5813802083333334,1.9691035298012374,-4.03515625,4.62109375,8.65625,-0.7421875,-2.1220703125,0.3779296875,2.5,-0.005748820754716981,1.353502858029952,3.71484375,-4.328125,-2.7609953703703702,6.494304584532678,-12.4296875,14.96484375,27.39453125,-3.693359375,-7.3701171875,-1.1962890625,6.173828125,-0.11851415094339622,3.5398234400538047,8.2734375,-15.17578125,0.34331032081886576,0.16492358263017612,0.0068359375,0.656494140625,0.649658203125,0.402435302734375,0.1949462890625,0.485321044921875,0.290374755859375,-0.009471965285966982,0.06138469187474317,0.1708984375,-0.20184326171875,-0.43498964662905093,0.4384965481353102,-0.87347412109375,0.8809814453125,1.75445556640625,-0.61090087890625,-0.6355438232421875,-0.4915618896484375,0.14398193359375,-0.0028721071639150942,0.31789903588199653,1.3790283203125,-1.75244140625,-0.4180942111545139,0.32209443123164383,-0.805908203125,0.54071044921875,1.34661865234375,-0.4991455078125,-0.5669708251953125,-0.376800537109375,0.1901702880859375,-0.007820561247051886,0.19198932237281943,0.93408203125,-0.9588623046875,-0.3540615505642361,0.27739241211820276,-0.91168212890625,0.06964111328125,0.9813232421875,-0.339813232421875,-0.400360107421875,-0.1327056884765625,0.2676544189453125,0.00831920695754717,0.13147637384104127,0.7755126953125,-0.271484375,27.048435493751807,1.1638202462683085,24.043609619140625,28.347536087036133,4.303926467895508,0.0,26.875733375549316,1.6136869435233019,23.89130210876465,29.18993759155273,5.298635482788082,0.0,27.441188600328232,1.43653098604898,24.1106185913086,28.804906845092773,4.694288253784173,0.0,27.409588778460467,1.551007507847229,23.523357391357425,29.20419311523437,5.680835723876946,0.0,25.695407372933847,1.3454432040397997,23.47730255126953,28.28372383117676,4.80642127990723,0.0,60.549743110695935,47.586514798199765,0.0,249.0,48.0,0.3804976851851852,39.648148148148145,19.227832264914362,56.38676148796499,31.972940210506135,8.0,248.0,52.0,0.4710648148148148,33.851851851851855,20.472571901799455,87.78732320586694,58.426627921688365,0.0,249.0,63.0,0.4476273148148148,35.351851851851855,20.02420517441182,92.71442035815268,62.38560478674119,20.0,249.0,62.0,0.38599537037037035,39.2962962962963,13.77683190699843,61.950603732162456,48.04318832261154,7.0,249.0,49.0,0.47280092592592593,33.74074074074074,19.97052011153884,SEQ_000259
SUBJ_055211,Write name in air,Non-Target,-1.1925,3.527988821264483,-10.84765625,4.35546875,15.203125,-0.392578125,-2.9345703125,0.91015625,3.8447265625,0.026387117346938774,2.392524553702138,6.4375,-7.81640625,5.381171875,3.996998348890124,-3.64453125,11.59375,15.23828125,6.197265625,4.7314453125,8.083984375,3.3525390625,0.037388392857142856,2.7151737911447325,7.76953125,-5.97265625,-3.68984375,5.965512295598739,-11.0546875,9.66796875,20.72265625,-4.65625,-7.7216796875,-3.15625,4.5654296875,-0.00932716836734694,3.8364837107225664,11.5703125,-6.3203125,0.40094970703125,0.08242857179260396,0.254638671875,0.53765869140625,0.28302001953125,0.408355712890625,0.345062255859375,0.448150634765625,0.10308837890625,0.0005244040975765306,0.05845186469741427,0.13641357421875,-0.12811279296875,0.7837060546875,0.23480961704904116,0.214599609375,0.948974609375,0.734375,0.8848876953125,0.8416748046875,0.90631103515625,0.06463623046875,-0.0003687021683673469,0.08912956084043851,0.29827880859375,-0.3450927734375,-0.001046142578125,0.15335328900738818,-0.29595947265625,0.26605224609375,0.56201171875,0.0067138671875,-0.1198883056640625,0.0913238525390625,0.211212158203125,0.00347900390625,0.06652887912294858,0.2117919921875,-0.122802734375,-0.15759033203125,0.3447359510132304,-0.90234375,0.14141845703125,1.04376220703125,-0.027740478515625,-0.165771484375,0.0476531982421875,0.2134246826171875,-0.006558165258290816,0.13666775314587937,0.4776611328125,-0.5711669921875,25.26497158050537,0.7024680840178386,24.51017951965332,27.22424697875977,2.714067459106449,0.0,25.16713073730469,0.5774926266204613,24.45891189575196,27.01407814025879,2.555166244506829,0.0,26.18053569793701,1.1333776084311282,24.58420181274414,28.35794258117676,3.7737407684326207,0.0,25.951031227111816,0.6560460036744256,24.88633155822754,27.206195831298828,2.319864273071289,0.0,25.03486484527588,0.2686404956849036,24.5363712310791,25.493873596191406,0.9575023651123047,0.0,231.71428571428572,14.901718843468895,199.0,249.0,231.5,0.995625,0.28,1.4565713164826501,232.0,9.899494936611665,218.0,239.0,239.0,0.9990625,0.06,0.31048349392520047,164.05882352941177,43.507228051595796,114.0,234.0,183.0,0.9946875,0.34,0.9509994742374992,165.43396226415095,95.99243473216988,0.0,249.0,213.0,0.9834375,1.06,3.951759101969653,224.46153846153845,18.733414755520865,171.0,248.0,228.0,0.991875,0.52,1.8680471086136987,SEQ_000297
SUBJ_017170,Forehead - scratch,Target,3.8933986686390534,2.2532537597584295,-3.48046875,5.63671875,9.1171875,5.33203125,1.5,5.37109375,3.87109375,-0.025995163690476192,0.8691827366669874,5.6328125,-4.0625,2.4277921597633134,5.085086822749306,-1.5703125,11.61328125,13.18359375,-1.1484375,-1.1875,9.34375,10.53125,0.06063988095238095,1.0120338934560529,10.83984375,-4.30078125,4.485438239644971,5.051196985675245,-5.24609375,8.23828125,13.484375,8.01171875,-2.375,8.078125,10.453125,-0.06726655505952381,0.9365589493501512,2.52734375,-9.76953125,0.37180847529123523,0.11529158172033462,0.00482177734375,0.555908203125,0.55108642578125,0.4283447265625,0.29931640625,0.4300537109375,0.1307373046875,-0.0012650262741815475,0.035310169062449444,0.13616943359375,-0.1343994140625,-0.10145595934264054,0.26064891347924135,-0.30352783203125,0.43402099609375,0.737548828125,-0.2833251953125,-0.28582763671875,0.2081298828125,0.49395751953125,0.0028897240048363095,0.04622085718301503,0.314208984375,-0.22576904296875,-0.26066417806952663,0.3631063088036589,-0.826904296875,0.833251953125,1.66015625,-0.0736083984375,-0.689697265625,-0.07025146484375,0.61944580078125,-0.004044669015066964,0.25616498303041996,1.640869140625,-1.6544189453125,-0.706229125254253,0.2708838446208221,-0.861328125,0.561279296875,1.422607421875,-0.85198974609375,-0.8543701171875,-0.56268310546875,0.29168701171875,0.001594180152529762,0.1740348601986548,1.14422607421875,-1.11175537109375,26.68415126010511,2.268972101094277,24.878250122070312,30.744617462158203,5.866367340087891,0.0,27.00248591857549,2.4772640880515775,25.056930541992188,31.843000411987305,6.786069869995117,0.0,26.06140945931158,1.2863581236619543,25.063610076904297,29.418846130371094,4.355236053466797,0.0,26.804756266125562,1.5853445239380661,25.508150100708008,29.280967712402344,3.772817611694336,0.0,26.176673855301896,1.7420090850387695,24.81911277770996,29.921920776367188,5.102807998657227,0.0,141.37745604963806,34.27137721154124,57.0,249.0,149.0,0.7317862426035503,17.16568047337278,23.80509628529867,102.86620234604105,32.530169641387864,55.0,242.0,93.0,0.7477810650887574,16.142011834319526,22.47373111068482,147.03869209809264,27.15464094257021,65.0,222.0,148.0,0.8303439349112426,10.857988165680473,16.06580250574823,155.9873138444567,33.40484182530501,78.0,249.0,152.0,0.6647559171597633,21.45562130177515,25.388335060778655,147.01109057301295,36.412872575489295,56.0,249.0,145.0,0.7999260355029586,12.804733727810651,18.697934609386937,SEQ_000322
SUBJ_019663,Eyebrow - pull hair,Target,4.35796618852459,0.9619936800243237,2.46875,6.98828125,4.51953125,3.92578125,3.80859375,5.3046875,1.49609375,-0.036393229166666666,1.0776707064042272,3.41015625,-3.37109375,5.957351434426229,5.180918013827705,-2.64453125,10.11328125,12.7578125,9.08203125,-2.26171875,9.1875,11.44921875,0.19596354166666666,1.3747181304859102,10.4609375,-0.7265625,2.747374487704918,3.494565448173133,-0.3359375,9.1640625,9.5,0.734375,0.4296875,8.0859375,7.65625,-0.11744791666666667,1.3633894168724983,2.06640625,-9.42578125,0.20452480628842212,0.11873854441185001,0.03631591796875,0.38873291015625,0.3524169921875,0.20123291015625,0.101318359375,0.25482177734375,0.15350341796875,-0.0018646240234375,0.046210439825239924,0.0758056640625,-0.33642578125,0.20609270940061475,0.31236988938559207,-0.38140869140625,0.4566650390625,0.83807373046875,0.36297607421875,-0.24896240234375,0.43792724609375,0.6868896484375,0.012419637044270833,0.09938407206490385,0.75738525390625,-0.1324462890625,0.4038806352459016,0.2720917431318695,-0.53814697265625,0.6016845703125,1.13983154296875,0.53240966796875,0.0185546875,0.5802001953125,0.5616455078125,0.008069864908854167,0.1578202190225425,1.1273193359375,-0.46734619140625,0.29746233830686475,0.6996078847038174,-0.89111328125,0.73590087890625,1.62701416015625,0.69219970703125,-0.750732421875,0.72662353515625,1.47735595703125,0.026318359375,0.1872723130114172,1.45709228515625,-0.0252685546875,24.726241690213563,0.4670877046027508,24.22080993652344,26.256616592407227,2.0358066558837855,0.0,25.13577802063989,0.3936995036564561,24.265146255493164,26.04315757751465,1.7780113220214844,0.0,26.65002450786653,1.59799047785019,24.24716758728028,29.10651397705078,4.859346389770501,0.0,24.664923277057586,0.38570831076923046,24.097457885742188,26.008378982543945,1.9109210968017578,0.0,24.62747132973593,0.5782697659891454,24.035789489746094,25.70489883422852,1.6691093444824254,0.0,89.25613079019074,78.3788035717208,0.0,238.0,87.0,0.9059938524590164,6.016393442622951,6.001343574372486,103.27745664739885,61.420030345445156,0.0,249.0,100.0,0.8670594262295082,8.508196721311476,6.408557165611249,73.23890234059725,22.534115198655254,33.0,248.0,71.0,0.6826331967213115,20.311475409836067,13.212687622758981,97.6815834767642,46.18938960916006,48.0,249.0,79.0,0.8511782786885246,9.524590163934427,7.360966074731352,11.642857142857142,7.046854849172511,1.0,26.0,11.5,0.9964139344262295,0.22950819672131148,0.42051656847149693,SEQ_000326
SUBJ_012088,Pull air toward your face,Non-Target,-1.3327824519230769,6.1402622456713845,-10.046875,13.16796875,23.21484375,-3.384765625,-5.0888671875,0.0517578125,5.140625,-0.034543504901960786,3.28101586945433,6.9765625,-8.80859375,0.6501652644230769,1.3931123565473058,-1.578125,4.55078125,6.12890625,0.796875,-0.71484375,1.5556640625,2.2705078125,-0.07513786764705882,1.3155650677423243,2.375,-2.98828125,-6.900240384615385,3.825899280247954,-12.66796875,2.38671875,15.0546875,-8.013671875,-9.3740234375,-5.70703125,3.6669921875,-0.0706188725490196,2.3750604477361343,4.01953125,-5.171875,0.1634650597205529,0.07333963963043386,0.01904296875,0.311279296875,0.292236328125,0.159912109375,0.1085662841796875,0.2162017822265625,0.107635498046875,0.0013523475796568627,0.07395184395388424,0.22412109375,-0.1300048828125,0.6099595289963943,0.09843004323858398,0.42181396484375,0.783935546875,0.36212158203125,0.637664794921875,0.5271453857421875,0.6936798095703125,0.166534423828125,-0.0028578814338235292,0.09811057505837502,0.1719970703125,-0.1822509765625,0.6518390362079327,0.2591261987816356,0.00408935546875,0.86865234375,0.86456298828125,0.741363525390625,0.663787841796875,0.816864013671875,0.153076171875,0.003996007582720588,0.09373211327951278,0.2747802734375,-0.25299072265625,0.048356276292067304,0.30853960005609365,-0.18341064453125,0.73260498046875,0.916015625,-0.09814453125,-0.1206512451171875,-0.062591552734375,0.0580596923828125,-0.00974887025122549,0.07598809816408908,0.18939208984375,-0.4031982421875,26.20756483078003,0.3384966533567455,25.34662628173828,26.819032669067383,1.4724063873291016,0.0,25.725077592409573,0.386556306315487,25.03765296936035,26.61161231994629,1.5739593505859375,0.0,26.581615851475643,0.36677568735323807,25.370040893554688,27.57307815551757,2.2030372619628835,0.0,26.641710428091194,0.6280403103036268,25.41123962402344,27.85219383239746,2.44095420837402,0.0,25.258819029881405,0.1918558634648899,24.91655158996582,25.7396183013916,0.8230667114257812,0.0,225.89577464788732,27.555482758132246,114.0,249.0,236.0,0.8933293269230769,6.826923076923077,6.755969308824245,225.47058823529412,32.91479285563878,48.0,249.0,233.0,0.9284855769230769,4.576923076923077,4.793208953405424,205.58681022880216,48.39379945850435,70.0,249.0,232.0,0.7767427884615384,14.288461538461538,16.27212876535252,197.71085858585857,40.80764167977427,89.0,249.0,209.0,0.7620192307692307,15.23076923076923,11.00457140083049,144.03084832904884,89.67300823384412,16.0,249.0,163.0,0.8831129807692307,7.480769230769231,5.231158073782459,SEQ_000365
SUBJ_063346,Wave hello,Non-Target,2.144356343283582,3.700140132817616,-10.0,10.5625,20.5625,2.484375,0.990234375,3.26953125,2.279296875,-0.011008522727272728,6.249955126388495,18.6875,-13.33203125,3.6796875,6.74412926951288,-4.5546875,15.4765625,20.03125,4.71484375,-3.48046875,9.35546875,12.8359375,0.015151515151515152,4.328561953346856,7.8125,-11.02734375,2.5122434701492535,6.95476095357405,-13.328125,13.29296875,26.62109375,3.44921875,-2.71875,8.873046875,11.591796875,-0.06326941287878787,6.6885493289341085,16.77734375,-14.36328125,0.35229127798507465,0.08314967069913799,0.0101318359375,0.47283935546875,0.46270751953125,0.3734130859375,0.32794189453125,0.411224365234375,0.083282470703125,0.004097678444602273,0.09173312262991777,0.37652587890625,-0.3236083984375,0.21445385377798507,0.4161254417881956,-0.39544677734375,0.669677734375,1.06512451171875,0.515380859375,-0.23828125,0.57989501953125,0.81817626953125,0.004585034919507576,0.1508503868557725,0.99053955078125,-0.53192138671875,0.34536970907182835,0.24943336237082508,-0.51513671875,0.62957763671875,1.14471435546875,0.49822998046875,0.12646484375,0.54754638671875,0.42108154296875,-0.000456838896780303,0.18705014948111431,1.01031494140625,-0.91436767578125,-0.10092937412546642,0.6846592063275515,-0.9261474609375,0.701416015625,1.6275634765625,0.40447998046875,-0.871978759765625,0.500701904296875,1.3726806640625,-0.00493459990530303,0.261779149788723,1.1751708984375,-1.616943359375,24.875619461287314,1.011891441456401,23.724380493164062,28.91663360595703,5.192253112792969,0.0,24.316470302752595,0.6212923130381557,23.699153900146484,28.10383033752441,4.404676437377926,0.0,24.05980152870292,0.636033372220842,23.63089942932129,28.421953201293945,4.791053771972656,0.0,25.31070962592737,0.7758333656664504,24.389942169189453,29.19893264770508,4.8089904785156286,0.0,25.033736015433696,0.8913412283887494,23.710664749145508,26.38575935363769,2.675094604492184,0.0,204.36363636363637,32.499014606803435,139.0,249.0,212.0,0.9897388059701493,0.6567164179104478,4.9732185404348055,237.0,10.904034078435075,201.0,249.0,239.0,0.9885727611940298,0.7313432835820896,2.1201386152391133,198.44285714285715,35.735390906849,112.0,249.0,204.5,0.9836753731343284,1.044776119402985,6.696920289789028,170.62727272727273,46.457251596444195,64.0,249.0,167.0,0.9230410447761194,4.925373134328358,9.06578516630889,203.1037037037037,41.000139850542716,0.0,248.0,213.0,0.9685167910447762,2.014925373134328,3.7674669320357763,SEQ_000510
SUBJ_063346,Cheek - pinch skin,Target,0.12514467592592593,2.000723648576259,-3.9140625,3.36328125,7.27734375,-0.1796875,-0.66015625,2.0498046875,2.7099609375,0.023142688679245283,0.700752207466215,2.03125,-2.375,7.035083912037037,4.838966612235529,-4.55078125,9.8515625,14.40234375,9.35546875,8.80859375,9.55078125,0.7421875,0.03611438679245283,1.4260191803728488,6.4375,-4.40625,1.1428674768518519,4.486307331374916,-2.3671875,13.71875,16.0859375,-0.546875,-1.5234375,0.1806640625,1.7041015625,0.0028744103773584904,2.064793723346096,6.58984375,-7.8515625,0.19795961733217593,0.17312973686247576,0.00628662109375,0.5250244140625,0.51873779296875,0.182861328125,0.024627685546875,0.3094482421875,0.284820556640625,0.00445556640625,0.07498195227865916,0.24566650390625,-0.2421875,0.011715359157986112,0.08938888538255657,-0.2144775390625,0.123046875,0.3375244140625,0.03240966796875,0.012420654296875,0.065704345703125,0.05328369140625,0.0012437352594339623,0.03723820373647479,0.0892333984375,-0.1343994140625,-0.20134254738136573,0.635945785013167,-0.75970458984375,0.74468994140625,1.50439453125,-0.645172119140625,-0.7487945556640625,0.691925048828125,1.4407196044921875,0.0031254606426886792,0.30203669095877417,1.46142578125,-1.4830322265625,-0.32877830222800924,0.6204587715798497,-0.87066650390625,0.6915283203125,1.56219482421875,-0.6593017578125,-0.6807861328125,0.627899169921875,1.308685302734375,-0.001821841833726415,0.26426106684252404,1.3602294921875,-1.34161376953125,29.297219523677118,2.674843030945217,23.51157188415528,32.20328140258789,8.69170951843261,0.0,30.613698217603897,3.088170164831873,23.69478988647461,32.824989318847656,9.130199432373047,0.0,29.358437184934264,2.7672465993208304,23.435163497924805,31.537805557250977,8.102642059326172,0.0,28.56086791003192,1.9773642981666306,24.5654354095459,30.606576919555664,6.041141510009766,0.0,25.189961009555393,1.297835886805774,23.38785171508789,27.85478401184082,4.46693229675293,0.0,137.21482986287455,32.21815026005976,0.0,249.0,129.0,0.4302662037037037,36.46296296296296,18.61173759771064,106.5687005123428,32.295046252080944,48.0,249.0,102.0,0.37876157407407407,39.75925925925926,19.25456673602509,118.47036082474227,25.21529252634982,51.0,247.0,118.0,0.3263888888888889,43.111111111111114,20.39759124002297,144.30103969754254,33.96208297799876,73.0,249.0,142.0,0.38773148148148145,39.18518518518518,18.02680522020438,175.8739316239316,40.61323628406643,11.0,249.0,177.0,0.7291666666666666,17.333333333333332,12.107542797471028,SEQ_000527
SUBJ_024825,Drink from bottle/cup,Non-Target,6.409702034883721,2.9907860224479887,-0.05859375,12.81640625,12.875,7.775390625,4.662109375,8.1748046875,3.5126953125,-0.03423713235294118,1.366248055264194,3.79296875,-5.41015625,4.32639898255814,4.8472631503534735,-5.203125,9.4609375,14.6640625,4.92578125,4.568359375,8.5,3.931640625,0.15951286764705883,0.9126660333850548,4.8671875,-2.91015625,-0.5547783430232558,3.3480167712011553,-6.35546875,4.23046875,10.5859375,-1.49609375,-3.931640625,3.08203125,7.013671875,0.028125,1.0074440374660614,4.5234375,-4.2890625,0.303516476653343,0.14309923063465255,0.0133056640625,0.47064208984375,0.45733642578125,0.37127685546875,0.20513916015625,0.4014892578125,0.19635009765625,-0.0013140510110294119,0.05026221134971053,0.18450927734375,-0.10845947265625,-0.3053375953851744,0.2504363425771186,-0.7825927734375,0.10186767578125,0.88446044921875,-0.28607177734375,-0.3197479248046875,-0.1410980224609375,0.17864990234375,0.004123822380514706,0.05913353591893713,0.18731689453125,-0.24676513671875,-0.4182987656704215,0.43548498802047664,-0.8355712890625,0.85205078125,1.6876220703125,-0.50360107421875,-0.672607421875,-0.3857879638671875,0.2868194580078125,-0.0033870921415441175,0.36454225855891886,1.68084716796875,-1.67193603515625,-0.49601639148800875,0.354169985355513,-0.71563720703125,0.54132080078125,1.2569580078125,-0.61676025390625,-0.7115020751953125,-0.48736572265625,0.2241363525390625,-0.0033432904411764704,0.2354468967267254,1.08306884765625,-1.08502197265625,27.99512994012167,1.7636183987781513,24.72968101501465,31.49400520324707,6.764324188232422,0.0,26.41135559525601,2.0580417824641644,24.86248207092285,31.251598358154297,6.389116287231445,0.0,29.042184585748718,1.460162435647331,24.98705673217773,30.987722396850582,6.000665664672852,0.0,29.2556343300398,1.2777406911526337,24.72941017150879,31.088552474975582,6.359142303466793,0.0,27.00086675688278,2.008000210094241,24.501522064208984,31.616554260253903,7.115032196044918,0.0,156.1567635903919,48.898820880462196,28.0,249.0,156.0,0.568859011627907,27.593023255813954,12.754732734910366,139.58938869665513,76.52408251384618,24.0,249.0,163.0,0.8424781976744186,10.081395348837209,10.824407300256158,159.30458515283843,40.118120999650564,66.0,249.0,154.0,0.5007267441860465,31.953488372093023,15.099597235306293,129.92915149817978,38.34010819963531,45.0,249.0,124.0,0.35119912790697677,41.52325581395349,14.423597222660371,144.17868776174964,74.90716880599153,0.0,249.0,163.0,0.6095566860465116,24.988372093023255,13.3673449608891,SEQ_000589
